,Hotel_Name,Hotel_Address,Country,City
359910,Hotel Bagu s,La Rambla 105 Ciutat Vella 08002 Barcelona Spain,Spain,Barcelona
360029,Hotel 1898,La Rambla 109 Ciutat Vella 08002 Barcelona Spain,Spain,Barcelona
360461,Hotel Serhs Rivoli Rambla,La Rambla 128 Ciutat Vella 08002 Barcelona Spain,Spain,Barcelona
360818,Eurostars Ramblas,La Rambla 22 24 Ciutat Vella 08002 Barcelona Spain,Spain,Barcelona
361190,Hilton London Wembley,Lakeside Way Brent London HA9 0BU United Kingdom,United Kingdom,London
363417,Corus Hotel Hyde Park,Lancaster Gate Westminster Borough London W2 3LG United Kingdom,United Kingdom,London
364531,London Elizabeth Hotel,Lancaster Terrace Hyde Park Westminster Borough London W2 3PF United Kingdom,United Kingdom,London
364767,Lancaster London,Lancaster Terrace Westminster Borough London W2 2TY United Kingdom,United Kingdom,London
365418,Hotel Daniel Vienna,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,Austria,Vienna
365663,Eurostars Embassy,Landstra er Hauptstra e 120 03 Landstra e 1030 Vienna Austria,Austria,Vienna
365817,BEST WESTERN PLUS Amedia Wien,Landstra er Hauptstra e 155 03 Landstra e 1030 Vienna Austria,Austria,Vienna
366236,Mercure Grand Hotel Biedermeier Wien,Landstra er Hauptstra e 28 03 Landstra e 1030 Vienna Austria,Austria,Vienna
366395,Hotel Rathaus Wein Design,Lange Gasse 13 08 Josefstadt 1080 Vienna Austria,Austria,Vienna
366733,NH Collection Milano President,Largo Augusto 10 Milan City Center 20122 Milan Italy,Italy,Milan
367406,Hotel Dieci,Largo Rio de Janeiro 12 Citt Studi 20133 Milan Italy,Italy,Milan
367456,Royal Ramblas,Las Ramblas 117 Ciutat Vella 08002 Barcelona Spain,Spain,Barcelona
368178,Best Western Blue Tower Hotel,Leeuwendalersweg 21 Bos en Lommer 1055 JE Amsterdam Netherlands,Netherlands,Amsterdam
369023,Hampshire Hotel Amsterdam American,Leidsekade 97 Amsterdam City Center 1017 PN Amsterdam Netherlands,Netherlands,Amsterdam
370265,Ilunion Bel Art,Lepanto 406 Horta Guinard 08025 Barcelona Spain,Spain,Barcelona
370315,25hours Hotel beim MuseumsQuartier,Lerchenfelder Stra e 1 3 07 Neubau 1070 Vienna Austria,Austria,Vienna
371004,Hotel Topazz,Lichtensteg 3 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
371164,Hampshire Hotel The Manor Amsterdam,Linnaeusstraat 89 Oost 1093 EK Amsterdam Netherlands,Netherlands,Amsterdam
371622,Hotel Kavalier,Linzer Stra e 165 14 Penzing 1140 Vienna Austria,Austria,Vienna
371929,Ofelias Hotel 4 Sup,Llan 24 Eixample 08015 Barcelona Spain,Spain,Barcelona
372010,Vincci Maritimo,Llull 340 Sant Mart 08019 Barcelona Spain,Spain,Barcelona
372353,London Marriott Hotel County Hall,London County Hall Westminster Bridge Road Lambeth London SE1 7PB United Kingdom,United Kingdom,London
372586,The Level at Melia Barcelona Sky,Lope de Vega 141 Sant Mart 08005 Barcelona Spain,Spain,Barcelona
372608,Eurohotel Diagonal Port,Lope de Vega 4 Sant Mart 08005 Barcelona Spain,Spain,Barcelona
372660,Hotel Derby,Loreto 21 25 Les Corts 08029 Barcelona Spain,Spain,Barcelona
372735,Hotel Gran Derby Suites,Loreto 28 Les Corts 08029 Barcelona Spain,Spain,Barcelona
372810,Jumeirah Lowndes Hotel,Lowndes Street Kensington and Chelsea London SW1X 9ES United Kingdom,United Kingdom,London
372994,Catalonia Magdalenes,Magdalenes 13 15 Ciutat Vella 08002 Barcelona Spain,Spain,Barcelona
373305,Expo Hotel Barcelona,Mallorca 1 23 Sants Montju c 08014 Barcelona Spain,Spain,Barcelona
374110,The Corner Hotel,Mallorca 178 Eixample 08036 Barcelona Spain,Spain,Barcelona
374213,Best Western Premier Hotel Dante,Mallorca 181 Eixample 08036 Barcelona Spain,Spain,Barcelona
374412,Hotel Balmes,Mallorca 216 Eixample 08008 Barcelona Spain,Spain,Barcelona
374622,Alexandra Barcelona A DoubleTree by Hilton,Mallorca 251 Eixample 08008 Barcelona Spain,Spain,Barcelona
374699,Alma Barcelona GL,Mallorca 269 271 Eixample 08008 Barcelona Spain,Spain,Barcelona
374878,Room Mate Carla,Mallorca 288 Eixample 08037 Barcelona Spain,Spain,Barcelona
375107,The Mandeville Hotel,Mandeville Place Westminster Borough London W1U 2BE United Kingdom,United Kingdom,London
375953,Hallmark Hotel London Chigwell Prince Regent,Manor Road London IG8 8AE United Kingdom,United Kingdom,London
376416,Upper Diagonal,Manuel Girona 7 21 Sarri St Gervasi 08034 Barcelona Spain,Spain,Barcelona
376554,Falkensteiner Hotel Wien Margareten,Margareteng rtel 142 05 Margareten 1050 Vienna Austria,Austria,Vienna
376721,Holiday Inn Vienna City,Margaretenstra e 53 05 Margareten 1050 Vienna Austria,Austria,Vienna
376787,pentahotel Vienna,Margaretenstra e 92 05 Margareten 1050 Vienna Austria,Austria,Vienna
376916,IntercityHotel Wien,Mariahilfer Stra e 122 Ecke Kaiserstra e 1 3 07 Neubau 1070 Vienna Austria,Austria,Vienna
377326,Boutiquehotel Das Tyrol,Mariahilfer Stra e 15 06 Mariahilf 1060 Vienna Austria,Austria,Vienna
377465,NH Wien City,Mariahilfer Stra e 32 34 07 Neubau 1070 Vienna Austria,Austria,Vienna
377696,Hotel Corvinus,Mariahilfer Stra e 57 59 06 Mariahilf 1060 Vienna Austria,Austria,Vienna
377804,NH Collection Wien Zentrum,Mariahilfer Stra e 78 07 Neubau 1070 Vienna Austria,Austria,Vienna
378118,Aparthotel Mariano Cubi Barcelona,Mariano Cubi 62 64 Sarri St Gervasi 08006 Barcelona Spain,Spain,Barcelona
378209,Hotel Arts Barcelona,Marina 19 21 08005 Barcelona Spain,Spain,Barcelona
378521,Leonardo Hotel Vienna,Matrosengasse 6 8 06 Mariahilf 1060 Vienna Austria,Austria,Vienna
379249,JUFA Hotel Wien,Mautner Markhof Gasse 50 11 Simmering 1110 Vienna Austria,Austria,Vienna
379680,Golden Tulip Amsterdam West,Molenwerf 1 1014 AG Amsterdam Netherlands,Netherlands,Amsterdam
381366,Eurostars Grand Marina Hotel GL,Moll de Barcelona WTC Ciutat Vella 08039 Barcelona Spain,Spain,Barcelona
382448,Pakat Suites Hotel,Mommsengasse 5 04 Wieden 1040 Vienna Austria,Austria,Vienna
382536,Guitart Grand Passage,Muntaner 212 Eixample 08036 Barcelona Spain,Spain,Barcelona
382669,Hotel Rekord,Muntaner 352 Sarri St Gervasi 08021 Barcelona Spain,Spain,Barcelona
382727,Catalonia Barcelona 505,Muntaner 505 Sarri St Gervasi 08022 Barcelona Spain,Spain,Barcelona
382857,Mercure Amsterdam Sloterdijk Station,Naritaweg 1 Westpoort 1043 BP Amsterdam Netherlands,Netherlands,Amsterdam
383713,DoubleTree by Hilton Hotel Amsterdam NDSM Wharf,Ndsm Plein 28 Amsterdam Noord 1033 WB Amsterdam Netherlands,Netherlands,Amsterdam
384025,Hotel V Nesplein,Nes 49 Amsterdam City Center 1012 KD Amsterdam Netherlands,Netherlands,Amsterdam
384545,Fleming s Conference Hotel Wien,Neubaug rtel 26 28 07 Neubau 1070 Vienna Austria,Austria,Vienna
384792,ARCOTEL Wimberger,Neubaug rtel 34 36 07 Neubau 1070 Vienna Austria,Austria,Vienna
384941,Hotel Schild,Neustift am Walde 97 99 19 D bling 1190 Vienna Austria,Austria,Vienna
385039,Acta CITY47,Nicaragua 47 Sants Montju c 08029 Barcelona Spain,Spain,Barcelona
385420,De L Europe Amsterdam,Nieuwe Doelenstraat 2 14 Amsterdam City Center 1012 CP Amsterdam Netherlands,Netherlands,Amsterdam
385557,NH Collection Amsterdam Doelen,Nieuwe Doelenstraat 24 Amsterdam City Center 1012 CP Amsterdam Netherlands,Netherlands,Amsterdam
385873,Hotel Die Port van Cleve,Nieuwezijds Voorburgwal 176 180 Amsterdam City Center 1012 SJ Amsterdam Netherlands,Netherlands,Amsterdam
386209,INK Hotel Amsterdam MGallery by Sofitel,Nieuwezijds Voorburgwal 67 Amsterdam City Center 1012 RE Amsterdam Netherlands,Netherlands,Amsterdam
387085,Inntel Hotels Amsterdam Centre,Nieuwezijdskolk 19 Amsterdam City Center 1012 PV Amsterdam Netherlands,Netherlands,Amsterdam
387956,Apex City Of London Hotel,No 1 Seething Lane City of London London EC3N 4AX United Kingdom,United Kingdom,London
389005,Mercure Hotel Amsterdam Centre Canal District,Noorderstraat 46 Amsterdam City Center 1017 TV Amsterdam Netherlands,Netherlands,Amsterdam
389263,Onix Liceo,Nou de la Rambla 36 Ciutat Vella 08001 Barcelona Spain,Spain,Barcelona
389503,Abba Sants,Numancia 32 Sants Montju c 08029 Barcelona Spain,Spain,Barcelona
389623,NH Sants Barcelona,Numancia 74 Les Corts 08029 Barcelona Spain,Spain,Barcelona
389730,COMO Metropolitan London,Old Park Lane Westminster Borough London W1K 1LB United Kingdom,United Kingdom,London
389873,Aloft London Excel,One Eastern Gateway Royal Victoria Dock Newham London E16 1FR United Kingdom,United Kingdom,London
390999,Ham Yard Hotel,One Ham Yard Westminster Borough London W1D 7DT United Kingdom,United Kingdom,London
391140,DoubleTree by Hilton Amsterdam Centraal Station,Oosterdoksstraat 4 Amsterdam City Center 1011 DK Amsterdam Netherlands,Netherlands,Amsterdam
392394,Das Opernring Hotel,Opernring 11 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
392603,Exe Vienna,Ottakringer Stra e 34 36 17 Hernals 1170 Vienna Austria,Austria,Vienna
392954,Mercure Hotel Amsterdam West,Oude Haagseweg 20 Slotervaart 1066 BW Amsterdam Netherlands,Netherlands,Amsterdam
393386,Luxury Suites Amsterdam,Oudeschans 75 Amsterdam City Center 1011 KW Amsterdam Netherlands,Netherlands,Amsterdam
393615,Sofitel Legend The Grand Amsterdam,Oudezijds Voorburgwal 197 Amsterdam City Center 1012 EX Amsterdam Netherlands,Netherlands,Amsterdam
393810,Sir Adam Hotel,Overhoeksplein 7 Amsterdam Noord 1031 KS Amsterdam Netherlands,Netherlands,Amsterdam
393918,Hotel Grums Barcelona,Palaud ries 26 Sants Montju c 08004 Barcelona Spain,Spain,Barcelona
394183,Hotel Spa Villa Olimpica Suites,Pallars 121 125 Sant Mart 08018 Barcelona Spain,Spain,Barcelona
394702,Sall s Hotel Pere IV,Pallars 128 130 Sant Mart 08018 Barcelona Spain,Spain,Barcelona
395211,Hampton by Hilton Amsterdam Centre East,Panama Laan 188 196 Zeeburg 1019 AZ Amsterdam Netherlands,Netherlands,Amsterdam
395573,Hotel Beethoven Wien,Papagenogasse 6 06 Mariahilf 1060 Vienna Austria,Austria,Vienna
395735,Roomz Vienna,Paragonstra e 1 11 Simmering 1110 Vienna Austria,Austria,Vienna
395784,Silken Concordia,Paral lel 115 Sants Montju c 08004 Barcelona Spain,Spain,Barcelona
395942,Grosvenor House A JW Marriott Hotel,Park Lane Westminster Borough London W1K 7TN United Kingdom,United Kingdom,London
396186,Hotel Am Parkring,Parkring 12 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
396617,Vienna Marriott Hotel,Parkring 12a 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
396824,H10 Port Vell 4 Sup,Pas de Sota Muralla 9 Ciutat Vella 08003 Barcelona Spain,Spain,Barcelona
397183,Hotel Margot House,Paseo de Gracia 46 Eixample 08007 Barcelona Spain,Spain,Barcelona
397269,Condes de Barcelona,Paseo de Gracia 73 Eixample 08008 Barcelona Spain,Spain,Barcelona
397532,Monument Hotel,Paseo de Gracia 75 Eixample 08008 Barcelona Spain,Spain,Barcelona
397773,Occidental Atenea Mar Adults Only,Paseo Garc a Faria 37 47 Sant Mart 08019 Barcelona Spain,Spain,Barcelona
398256,Hotel Front Maritim,Paseo Garc a I Faria 69 71 Sant Mart 08019 Barcelona Spain,Spain,Barcelona
398392,AC Hotel Barcelona Forum a Marriott Lifestyle Hotel,Paseo Taulat 278 Sant Mart 08019 Barcelona Spain,Spain,Barcelona
398681,Duquesa de Cardona,Passeig Colom 12 Ciutat Vella 08002 Barcelona Spain,Spain,Barcelona
398945,Hotel The Serras,Passeig de Colom 9 Ciutat Vella 08002 Barcelona Spain,Spain,Barcelona
399158,Eurostars Bcn Design,Passeig de Gr cia 29 Eixample 08007 Barcelona Spain,Spain,Barcelona
399430,Mandarin Oriental Barcelona,Passeig de Gr cia 38 40 Eixample 08007 Barcelona Spain,Spain,Barcelona
399507,Hotel Casa Fuster G L Monumento,Passeig de Gracia 132 Gr cia 08008 Barcelona Spain,Spain,Barcelona
399732,Sixtytwo Hotel,Passeig de Gracia 62 Eixample 08007 Barcelona Spain,Spain,Barcelona
399965,Majestic Hotel Spa Barcelona GL,Passeig de Gracia 68 Eixample 08007 Barcelona Spain,Spain,Barcelona
400420,Royal Passeig de Gracia,Passeig de Gracia 84 Eixample 08008 Barcelona Spain,Spain,Barcelona
401184,K K Hotel Picasso,Passeig de Picasso 26 30 Ciutat Vella 08003 Barcelona Spain,Spain,Barcelona
401618,AC Hotel Sants a Marriott Lifestyle Hotel,Passeig de Sant Antoni 36 40 Sants Montju c 08014 Barcelona Spain,Spain,Barcelona
401709,Hilton Diagonal Mar Barcelona,Passeig del Taulat 262 264 Sant Mart 08019 Barcelona Spain,Spain,Barcelona
401849,Hotel Palais Strudlhof,Pasteurgasse 1 09 Alsergrund 1090 Vienna Austria,Austria,Vienna
401983,Renaissance Barcelona Hotel,Pau Clar s 122 Eixample 08009 Barcelona Spain,Spain,Barcelona
402016,Claris Hotel Spa GL,Pau Claris 150 Eixample 08009 Barcelona Spain,Spain,Barcelona
402244,H10 Casa Mimosa 4 Sup,Pau Claris 179 Eixample 08037 Barcelona Spain,Spain,Barcelona
402360,Catalonia Ramblas 4 Sup,Pelai 28 Ciutat Vella 08002 Barcelona Spain,Spain,Barcelona
403250,Hotel Midmost,Pelayo 14 Ciutat Vella 08001 Barcelona Spain,Spain,Barcelona
403358,Arthotel ANA Westbahn,Pelzgasse 1 15 Rudolfsheim F nfhaus 1150 Vienna Austria,Austria,Vienna
403425,The Rookery,Peters Lane Cowcross Street Islington London EC1M 6DS United Kingdom,United Kingdom,London
403686,Hotel Wandl,Petersplatz 9 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
403998,Hotel Sacher Wien,Philharmoniker Stra e 4 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
404128,ME Milan Il Duca,Piazza della Repubblica 13 Central Station 20124 Milan Italy,Italy,Milan
404270,Hotel Principe Di Savoia,Piazza Della Repubblica 17 Central Station 20124 Milan Italy,Italy,Milan
404550,The Westin Palace,Piazza della Repubblica 20 Central Station 20124 Milan Italy,Italy,Milan
404728,Glam Milano,Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,Italy,Milan
406063,Excelsior Hotel Gallia Luxury Collection Hotel,Piazza Duca D Aosta 9 Central Station 20124 Milan Italy,Italy,Milan
406373,Rosa Grand Milano Starhotels Collezione,Piazza Fontana 3 Milan City Center 20122 Milan Italy,Italy,Milan
407109,TownHouse 12,Piazza Gerusalemme 12 Sempione 20154 Milan Italy,Italy,Milan
407173,Hotel Mozart,Piazza Gerusalemme 6 Sempione 20154 Milan Italy,Italy,Milan
407685,Hotel Dei Cavalieri,Piazza Giuseppe Missori 1 Milan City Center 20123 Milan Italy,Italy,Milan
408292,Best Western Plus Hotel Galles,Piazza Lima 2 Central Station 20124 Milan Italy,Italy,Milan
408905,Starhotels Anderson,Piazza Luigi di Savoia 20 Central Station 20124 Milan Italy,Italy,Milan
409395,Hotel Michelangelo,Piazza Luigi di Savoia 6 Central Station 20124 Milan Italy,Italy,Milan
410024,Hotel Mercure Milano Centro,Piazza Oberdan 12 Milan City Center 20129 Milan Italy,Italy,Milan
410102,NYX Milan,Piazza Quattro Novembre 3 Central Station 20124 Milan Italy,Italy,Milan
410282,The Yard Milano,Piazza XXIV Maggio 8 Milan City Center 20123 Milan Italy,Italy,Milan
410463,Hotel Sunflower,Piazzale Lugano 10 Bovisa 20158 Milan Italy,Italy,Milan
410514,Sheraton Grand London Park Lane,Piccadilly Westminster Borough London W1J 7BX United Kingdom,United Kingdom,London
410629,M venpick Hotel Amsterdam City Centre,Piet Heinkade 11 Zeeburg 1019 BR Amsterdam Netherlands,Netherlands,Amsterdam
411149,Silken Ramblas,Pintor Fortuny 13 Ciutat Vella 08001 Barcelona Spain,Spain,Barcelona
411549,Duquesa Suites Barcelona,Pla a Antonio L pez 5 Ciutat Vella 08002 Barcelona Spain,Spain,Barcelona
411830,Hotel SB Diagonal Zero Barcelona 4 Sup,Pla a de Llevant s n Sant Mart 08019 Barcelona Spain,Spain,Barcelona
412676,Hotel DO Pla a Reial G L ,Pla a Reial 1 Ciutat Vella 08001 Barcelona Spain,Spain,Barcelona
412777,W Barcelona,Pla a Rosa dels Vents 1 Passeig Joan de Borbo Ciutat Vella 08039 Barcelona Spain,Spain,Barcelona
413352,H10 Urquinaona Plaza,Pla a Urquinaona 2 Eixample 08010 Barcelona Spain,Spain,Barcelona
413840,Hotel du Louvre in the Unbound Collection by Hyatt,Place Andr Malraux 1st arr 75001 Paris France,France,Paris
414126,W Paris Op ra,Place de l Op ra 4 rue Meyerbeer 9th arr 75009 Paris France,France,Paris
414166,Hotel Miramar Barcelona GL,Plaza Carlos Iba ez 3 Sants Montju c 08038 Barcelona Spain,Spain,Barcelona
414395,Olivia Plaza Hotel,Plaza de Catalunya 19 Ciutat Vella 08002 Barcelona Spain,Spain,Barcelona
415168,Catalonia Barcelona Plaza,Plaza Espa a 6 8 Sants Montju c 08014 Barcelona Spain,Spain,Barcelona
416100,Barcel Sants,Plaza Paisos Catalans s n Sants Montju c 08014 Barcelona Spain,Spain,Barcelona
416936,London Marriott Maida Vale,Plaza Parade Camden London NW6 5RP United Kingdom,United Kingdom,London
417387,The Langham London,Portland Place Westminster Borough London W1B 1JA United Kingdom,United Kingdom,London
417946,The Ned,Poultry 27 City of London London EC2R 8AJ United Kingdom,United Kingdom,London
418203,Sofitel Vienna Stephansdom,Praterstra e 1 02 Leopoldstadt 1020 Vienna Austria,Austria,Vienna
418379,Grand Hotel Amr th Amsterdam,Prins Hendrikkade 108 Amsterdam City Center 1011 AK Amsterdam Netherlands,Netherlands,Amsterdam
418909,art otel Amsterdam,Prins Hendrikkade 33 Amsterdam City Center 1012 TM Amsterdam Netherlands,Netherlands,Amsterdam
419699,NH Collection Amsterdam Barbizon Palace,Prins Hendrikkade 59 72 Amsterdam City Center 1012 AD Amsterdam Netherlands,Netherlands,Amsterdam
420491,Pulitzer Amsterdam,Prinsengracht 315 331 Amsterdam City Center 1016 GZ Amsterdam Netherlands,Netherlands,Amsterdam
420791,Dikker en Thijs Fenice Hotel,Prinsengracht 444 Amsterdam City Center 1017 KE Amsterdam Netherlands,Netherlands,Amsterdam
421334,Andaz Amsterdam Prinsengracht A Hyatt Hotel,Prinsengracht 587 Amsterdam City Center 1067 HT Amsterdam Netherlands,Netherlands,Amsterdam
421548,Hotel Seven One Seven,Prinsengracht 717 Amsterdam City Center 1017 JW Amsterdam Netherlands,Netherlands,Amsterdam
421565,citizenM Amsterdam,Prinses Irenestraat 30 Zuideramstel 1077 WX Amsterdam Netherlands,Netherlands,Amsterdam
422743,InterContinental Amstel Amsterdam,Professor Tulpplein 1 Amsterdam City Center 1018 GX Amsterdam Netherlands,Netherlands,Amsterdam
422777,Attica 21 Barcelona Mar,Proven als 10 Sant Mart 08019 Barcelona Spain,Spain,Barcelona
422945,Hotel America Barcelona,Provenza 195 Eixample 08008 Barcelona Spain,Spain,Barcelona
422999,Golden Tulip Amsterdam Riverside,Provincialeweg 38 Zuidoost 1108 AB Amsterdam Netherlands,Netherlands,Amsterdam
423505,Catalonia Park Putxet,Putget 68 Sarri St Gervasi 08023 Barcelona Spain,Spain,Barcelona
423947,Hotel Murmuri Barcelona,Rambla Catalunya 104 Eixample 08008 Barcelona Spain,Spain,Barcelona
424037,NH Collection Barcelona Gran Hotel Calder n,Rambla Catalunya 26 Eixample 08007 Barcelona Spain,Spain,Barcelona
424226,H10 Metropolitan 4 Sup,Rambla Catalunya 7 9 Eixample 08007 Barcelona Spain,Spain,Barcelona
424740,HCC Regente,Rambla de Catalunya 76 Eixample 08008 Barcelona Spain,Spain,Barcelona
424812,Barcel Raval,Rambla del Raval 17 21 Ciutat Vella 08001 Barcelona Spain,Spain,Barcelona
425364,Le M ridien Barcelona,Ramblas 111 Ciutat Vella 08002 Barcelona Spain,Spain,Barcelona
425482,Ilunion Barcelona,Ramon Turr 196 198 Sant Mart 08005 Barcelona Spain,Spain,Barcelona
426102,Austria Trend Hotel Rathauspark Wien,Rathausstra e 17 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
426432,Hotel Landhaus Fuhrgassl Huber,Rathstra e 24 Neustift am Walde 19 D bling 1190 Vienna Austria,Austria,Vienna
426503,Hotel Parco di Sch nbrunn Vienna,Ratschkygasse 32 12 Meidling 1120 Vienna Austria,Austria,Vienna
426562,Catalonia Born,Rec Comtal 16 18 Ciutat Vella 08003 Barcelona Spain,Spain,Barcelona
427001,NH Amsterdam Caransa,Rembrandtplein 19 Amsterdam City Center 1017 CT Amsterdam Netherlands,Netherlands,Amsterdam
427257,NH Amsterdam Schiller,Rembrandtplein 26 36 Amsterdam City Center 1017 CV Amsterdam Netherlands,Netherlands,Amsterdam
427742,Royal Amsterdam Hotel,Rembrandtplein 44 Amsterdam City Center 1017 CV Amsterdam Netherlands,Netherlands,Amsterdam
427904,Lindner Hotel Am Belvedere,Rennweg 12 03 Landstra e 1030 Vienna Austria,Austria,Vienna
427988,NH Wien Belvedere,Rennweg 12a 03 Landstra e 1030 Vienna Austria,Austria,Vienna
428187,Austria Trend Hotel Savoyen Vienna,Rennweg 16 03 Landstra e 1030 Vienna Austria,Austria,Vienna
428900,Austria Trend Hotel Doppio Wien,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,Austria,Vienna
429239,K West Hotel Spa,Richmond Way Hammersmith and Fulham London W14 0AX United Kingdom,United Kingdom,London
430001,Appartement Hotel an der Riemergasse,Riemergasse 8 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
430226,Saint SHERMIN bed breakfast champagne,Rilke Platz 7 04 Wieden 1040 Vienna Austria,Austria,Vienna
430390,The Wittmore Adults Only,Riudarenes 7 Ciutat Vella 08002 Barcelona Spain,Spain,Barcelona
430475,Le Meridien Vienna,Robert Stolz Platz 1 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
430983,The College Hotel,Roelof Hartstraat 1 Oud Zuid 1071 VE Amsterdam Netherlands,Netherlands,Amsterdam
431136,Hotel Roemer Amsterdam,Roemer Visscherstraat 8 10 Oud West 1054 EV Amsterdam Netherlands,Netherlands,Amsterdam
431404,Hotel mbit Barcelona,Roger de Ll ria 17 Eixample 08010 Barcelona Spain,Spain,Barcelona
431720,Catalonia Eixample 1864,Roger de Ll ria 60 Eixample 08009 Barcelona Spain,Spain,Barcelona
432148,Negresco Princess 4 Sup,Roger de Lluria 16 18 Eixample 08010 Barcelona Spain,Spain,Barcelona
432668,Petit Palace Barcelona,Roger De Lluria 21 Esq Gran Via 662 Eixample 08037 Barcelona Spain,Spain,Barcelona
432828,Roger de Ll ria,Roger de Lluria 28 Eixample 08010 Barcelona Spain,Spain,Barcelona
432956,Hotel Garbi Millenni,Ronda Sant Pau 14 Ciutat Vella 08001 Barcelona Spain,Spain,Barcelona
433036,Vincci Gala,Ronda Sant Pere 32 Eixample 08010 Barcelona Spain,Spain,Barcelona
433203,Catalonia Square 4 Sup,Ronda Sant Pere 9 Eixample 08010 Barcelona Spain,Spain,Barcelona
433640,H10 Universitat,Ronda Universitat 21 Eixample 08007 Barcelona Spain,Spain,Barcelona
433920,Hotel Regina,Rooseveltplatz 15 09 Alsergrund 1090 Vienna Austria,Austria,Vienna
434204,Bcn Urban Hotels Gran Rosellon,Rosell n 174 176 Eixample 08036 Barcelona Spain,Spain,Barcelona
434602,Gallery Hotel,Rossell 249 Eixample 08008 Barcelona Spain,Spain,Barcelona
434834,Hotel Omm,Rossell 265 Eixample 08008 Barcelona Spain,Spain,Barcelona
434967,Ayre Hotel Rosell n,Rossell 390 Eixample 08025 Barcelona Spain,Spain,Barcelona
435486,Evenia Rossello,Rossello 191 Eixample 08036 Barcelona Spain,Spain,Barcelona
435573,Hotel Imlauer Wien,Rotensterngasse 10 02 Leopoldstadt 1020 Vienna Austria,Austria,Vienna
435729,Hotel Nestroy Wien,Rotensterngasse 7a 02 Leopoldstadt 1020 Vienna Austria,Austria,Vienna
435824,Hotel Lam e,Rotenturmstra e 15 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
435995,Crowne Plaza London Docklands,Royal Victoria Dock Western Gateway Newham London E16 1AL United Kingdom,United Kingdom,London
437574,K K Palais Hotel,Rudolfsplatz 11 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
437802,Radisson Blu Hotel Amsterdam,Rusland 17 Amsterdam City Center 1012 CK Amsterdam Netherlands,Netherlands,Amsterdam
438979,Catalonia Rigoletto,Sabino de Arana 22 24 Les Corts 08028 Barcelona Spain,Spain,Barcelona
439256,Hotel Neri,San Sever 5 Ciutat Vella 08002 Barcelona Spain,Spain,Barcelona
439332,Capri by Fraser Barcelona,Sancho de vila 32 34 Sant Mart 08018 Barcelona Spain,Spain,Barcelona
439850,Hotel Espa a Ramblas,Sant Pau 9 11 Ciutat Vella 08001 Barcelona Spain,Spain,Barcelona
440520,Abba Garden,Santa Rosa Esplugues 33 08950 Barcelona Spain,Spain,Barcelona
440645,Zenit Barcelona,Santal 8 Sarri St Gervasi 08021 Barcelona Spain,Spain,Barcelona
440724,Hyatt Regency Amsterdam,Sarphatistraat 104 Amsterdam City Center 1018 GV Amsterdam Netherlands,Netherlands,Amsterdam
440791,Austria Trend Hotel Schloss Wilhelminenberg Wien,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,Austria,Vienna
440985,Copthorne Tara Hotel London Kensington,Scarsdale Place Kensington Kensington and Chelsea London W8 5SY United Kingdom,United Kingdom,London
444563,Courtyard by Marriott Vienna Schoenbrunn,Sch nbrunner Schlossstra e 38 40 12 Meidling 1120 Vienna Austria,Austria,Vienna
444657,Arthotel ANA Prime,Sch nbrunner Stra e 41 05 Margareten 1050 Vienna Austria,Austria,Vienna
444964,Fletcher Hotel Amsterdam,Schepenbergweg 50 Zuidoost 1105 AT Amsterdam Netherlands,Netherlands,Amsterdam
445559,Austria Trend Hotel Park Royal Palace Vienna,Schlossallee 8 14 Penzing 1140 Vienna Austria,Austria,Vienna
445999,Falkensteiner Hotel Wien Zentrum Schottenfeld,Schottenfeldgasse 74 07 Neubau 1070 Vienna Austria,Austria,Vienna
446094,Hilton Vienna Plaza,Schottenring 11 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
446384,Palais Hansen Kempinski Vienna,Schottenring 24 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
446580,Hotel de France Wien,Schottenring 3 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
447536,Grand Ferdinand Vienna Your Hotel In The City Center,Schubertring 10 12 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
448013,Hotel Am Schubertring,Schubertring 11 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
448298,The Ritz Carlton Vienna,Schubertring 5 7 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
448418,Hotel K nig von Ungarn,Schulerstra e 10 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
448686,Hotel Domizil,Schulerstra e 14 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
